tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,category,lead_actors_ids,language,country,plot,budget,boxOffice
tt8591008,movie,Kamen Rider Build: Be the One,2018,66,"Action,Fantasy,Sci-Fi",6.5,185,nm6517501,actor,"['nm6517501', 'nm6517501', 'nm6442636', 'nm8910575', 'nm8910575']",Japanese,Japan,"Following the civil war's conclusion, Japan's new city-state governors promise a new age of prosperity on their inauguration day. But the new Touto governor Kengo Inō rallies anti-Kamen Rider sentiment with the populace hypnotized into seeing Sento Kiryū as an enemy of the state. The mob chase down Sento as Kamen Rider Build after he saved a boy and his older sister to a stadium, an unaffected Kazumi Sawatari and Gentoku Himuro covering his escape before their capture by the new Hokuto governor Ryōka Saiga as the Scissors Lost Smash. After subduing Misora and Sawa once reaching Nascita, Sento attempts to call Ryūga Banjō who was abducted by the new Seito governor Mitsuomi Gōbara, provoking him into a fight after transforming into the Zebra Lost Smash while revealing himself to be responsible for Kasumi Ogura's death. The fight ends when Inō arrives, with Gōbara infecting a distracted Ryūga.",,$4.8 million
tt8594718,movie,Karma,2019,85,"Horror,Thriller",5.9,316,nm5977343,actor,"['nm5977343', 'nm0150777', 'nm9924284', 'nm7262427', 'nm9924324']",French,France,"In a village in northern Spain, Jeanne tries to rebuild her life with Daniel, who knows nothing about her troubled past. One day, Mateo, Jeanne's six-year-old godson, mysteriously disappears. In order to escape the police who quickly suspect her, Jeanne takes refuge in France in a religious community where she was born and which she fled a few years earlier. Daniel does not believe in the guilt of the woman he loves and will do everything he can to find her before the police do.[2]",,
tt8595480,movie,Kanarie,2018,123,"Drama,Musical,War",7.5,787,nm8830378,actor,"['nm8830378', 'nm5482177', 'nm8502335', 'nm0748911', 'nm4858824']",,,,,
tt8611016,movie,Killer Mosquitos,2018,85,"Comedy,Horror",3.3,389,nm8078476,actor,"['nm8078476', 'nm3645214', 'nm5058915', 'nm6717637', 'nm7669972']",,,,,
tt8613876,movie,Kidnapping Stella,2019,89,"Crime,Drama,Thriller",4.9,7132,nm2001517,actor,"['nm2001517', 'nm3436464', 'nm0771332']",German,Germany,"Two former convicts named Vic (Clemens Schick) and Tom (Max von der Groeben) kidnap Stella (Jella Haase), the estranged daughter of a wealthy businessman, as part of a get-rich scheme.",,
tt8618654,movie,Kiss the Ground,2020,84,Documentary,8.1,8129,,,,,United States,,,
tt8619956,movie,Kidu,2018,124,"Action,Drama,Romance",4.1,836,nm9076217,actor,"['nm9076217', 'nm9935635', 'nm6428707', 'nm9937908', 'nm5159909']",,,,,
tt8635166,movie,Nyi Ageng Ratu Pemikat,1983,83,Fantasy,7.7,171,nm0840515,actress,"['nm0840515', 'nm0697514', 'nm0863726', 'nm0198994', 'nm1870513']",,,,,
tt8637446,movie,Noah's Ark,2024,96,"Adventure,Animation,Comedy",4.3,771,nm0763928,actor,"['nm0763928', 'nm2367991', 'nm0103797', 'nm0708698', 'nm0028067']","English
Portuguese",BrazilIndia,"Tom and Vini are two mice who like to sing and play music. They eavesdrop on a conversation between Noah and God and realise that the Earth will be flooded. Tom and Vini try to board the ark that Noah and his family (Susanah, his granddaughter and Ruth, his wife) have prepared. But Noah refuses since both Tom and Vini are male. As all animal couples including Nina the female mouse are boarding the ship, Vini leaves despite Tom's protests, so that his friend can be saved. Vini is saved from drowning by Alfonso the Mexican cockroach and his insect crew sailing on a small boat.",,
tt8650270,movie,Nannu Dochukunduvate,2018,149,Romance,6.7,702,nm4460942,actor,"['nm4460942', 'nm7387710', 'nm7387710', 'nm0621937', 'nm6845066']",Telugu,India,,,
tt8665606,movie,Noble Savage,2018,94,Drama,6.7,167,nm4920895,actor,"['nm4920895', 'nm4920895', 'nm1728393', 'nm1728393', 'nm3841030']",Hebrew,Israel,,,
tt8669138,movie,Kadhal Azhivathillai,2002,180,"Action,Comedy,Romance",4.1,148,nm1167656,actor,"['nm1167656', 'nm0996625', 'nm0707388', 'nm1485941', 'nm1420619']",Tamil,India,"Vallavan is elected college chairman after defeating Charmy, the daughter of Ravishankar, a minister. Predictably, the two soon fall for each other, though they never directly reveal it. But when Ravishankar learns of the love affair, he is staunchly against it and is willing to go any distance to make sure that it never succeeds. At Vallavan's house, his father mentally harasses his wife, since he suspects her of having an affair with her ex-lover. Outside the home, Vallavan is helped by Vakkeel Dada, a lawyer who makes sure justice is served, whatever the means.",,
tt8669144,movie,Kuththu,2004,156,Action,5.5,234,nm1027293,actress,"['nm1027293', 'nm0471447', 'nm8038620', 'nm1679054', 'nm0542343']",,,,,
tt8672310,movie,Krish Trish and Baltiboy: Face Your Fears,2017,65,Animation,8,220,nm6158998,actor,"['nm6158998', 'nm9958753', 'nm2138320', 'nm9958752']",,,,,
tt8672508,movie,National Theatre Live: Julie,2018,95,Drama,6.3,222,nm3948952,actress,"['nm3948952', 'nm2256122', 'nm6880955', 'nm8475412', 'nm8475412']",,,,,
tt8672516,movie,National Theatre Live: Antony & Cleopatra,2018,220,"Drama,History",7.3,550,nm0000146,actor,"['nm0000146', 'nm0645683', 'nm0573406', 'nm2873163', 'nm0494549']",,,,,
tt8672520,movie,National Theatre Live: The Madness of George III,2018,210,Drama,7.8,343,nm3971488,actress,"['nm3971488', 'nm3716259', 'nm0309693', 'nm0319019', 'nm2396864']",,,,,
tt8678074,movie,Kaos,2018,111,"Crime,Drama,Mystery",3.8,162,nm9961281,actor,"['nm9961281', 'nm1698738', 'nm1056866', 'nm2667193', 'nm5946811']",English,United Kingdom,,,
tt8696480,movie,Nowhere Alaska,2020,85,Mystery,3.1,114,nm4229305,actress,"['nm4229305', 'nm7903324', 'nm7849646', 'nm9962902', 'nm6254860']",,,,,
tt8709312,movie,Northspur,2022,100,"Action,Drama,Thriller",4.4,420,nm11025757,actress,"['nm11025757', 'nm1649859', 'nm0403628', 'nm0621031', 'nm2940631']",,,,,
tt8731012,movie,Kringle Time,2021,102,"Comedy,Drama",5.3,104,nm2059443,actor,"['nm2059443', 'nm0920460', 'nm0249319', 'nm0934637', 'nm6184870']",,,,,
tt8737640,movie,Nartanasala,2018,139,Drama,4.1,334,nm6601752,actor,"['nm6601752', 'nm9545112', 'nm6914194', 'nm10521071', 'nm2496992']",Telugu,India,"Radha Krishna, who runs a self-defense class for women, falls in love with a woman named Manasa (Kashmira Pardeshi). Meanwhile, his marriage gets fixed with her cousin Satya. Soon he comes up with a lie that he's gay to escape the situation. Soon after his marriage gets fixed to Satya's brother. What happens next forms the rest of the story.",,
tt8747560,movie,KD (A) Karuppudurai,2019,123,"Comedy,Drama",8.4,2208,nm8145073,actor,"['nm8145073', 'nm10221662', 'nm13378162', 'nm13378079', 'nm11408138']",,,,,
tt8748236,movie,Killer Cove,2019,87,Thriller,4.4,625,nm2199801,actress,"['nm2199801', 'nm1485940', 'nm1263428', 'nm1546398', 'nm1544655']",,,,,
tt8760550,movie,Nazi Overlord,2018,91,"Action,Adventure,Horror",2.4,930,nm0001744,actor,"['nm0001744', 'nm0000663', 'nm5280936', 'nm3981168', 'nm8887047']",,,,,
tt8763008,movie,Kiss & Tell,2018,88,"Comedy,Drama",5.7,645,nm0895759,actress,"['nm0895759', 'nm0000962', 'nm0001648', 'nm0746162', 'nm4473893']",,,,,
tt8767778,movie,Nevermind,2018,115,"Comedy,Drama",5.6,213,nm2167342,actor,"['nm2167342', 'nm0130402', 'nm0993495', 'nm3703952', 'nm5813361']",,,,,
tt8769226,movie,Kung Food,2018,99,"Action,Adventure,Animation",5.3,167,nm10031375,actor,"['nm10031375', 'nm10031374', 'nm7476591', 'nm7476591', 'nm7476591']",,,,,
tt8775056,movie,Natale a 5 stelle,2018,92,Comedy,4.6,929,nm0315767,actor,"['nm0315767', 'nm0578633', 'nm0826304', 'nm0590883', 'nm0161919']",,,,,
tt8783798,movie,Next Level,2019,95,Family,3.8,184,nm8942976,actress,"['nm8942976', 'nm3674507', 'nm7117721', 'nm5557379', 'nm8972720']",English,United States,"After their adventures in Jumanji, Spencer Gilpin, Anthony ""Fridge"" Johnson, Martha Kaply, and Bethany Walker plan to meet up over Christmas break to hang out after being apart for their first semester of college. Spencer, feeling despondent that his life is not as glamorous as his friends', decides to go back to Jumanji, wanting to feel like his avatar again: the strong, courageous Dr. Smolder Bravestone.",$125–132 million,$801.7 million
tt8785134,movie,Natasaarvabhowma,2019,157,Action,6.4,1371,nm2500160,actor,"['nm2500160', 'nm7322042', 'nm5796361', 'nm6492899', 'nm11841214']",Kannada,India,"In Bangalore, Central Minister Ghanshyam Yadav is intercepted by some goons but is rescued by Gagan Dixit, a news reporter returning from Kolkata. Gagan investigates the attack and realizes that the fight was a staged act by Yadav to gain sympathy votes in the elections. Gagan reports to Avinash, the newspaper editor, and publishes this story anonymously, leaving Yadav infuriated.",,₹50 crore
tt8790086,movie,Kraven the Hunter,2024,127,"Action,Adventure,Thriller",5.5,81808,nm1093951,actor,"['nm1093951', 'nm1093951', 'nm3663196', 'nm9538520', 'nm0005273']",English,United States,"Following the death of his mother, Sergei Kravinoff and his half-brother Dmitri are taken by their father Nikolai Kravinoff to prepare to take over his drug trafficking operations. During a hunting trip in Ghana, Sergei is injured protecting his brother from a lion. The lion then brings him to a girl named Calypso, who heals him with a serum and calls for rescue, leaving a tarot card behind. Sergei discovers his physical attributes have become animalistic. When Nikolai reveals he killed the lion to teach his sons a lesson, a disgusted Sergei flees to an animal sanctuary owned by his mother in Russia.",$110–130 million,$62 million
tt8797138,movie,King Bibi,2018,87,Documentary,7.2,264,,,,,,,,
tt8810990,movie,Kiss,2019,164,"Drama,Romance",4.9,288,nm14653129,actor,"['nm14653129', 'nm10033951', 'nm6492899', 'nm2794335', 'nm11327884']",Kannada,India,,,
tt8822274,movie,Kiddo the Hacker,2018,93,"Comedy,Family",4.3,551,nm6490725,actor,"['nm6490725', 'nm7468748', 'nm4606131', 'nm0055147', 'nm1460227']",,,,,
tt8840492,movie,Noxious,2018,132,Horror,2.9,114,nm3816753,actor,"['nm3816753', 'nm10133147', 'nm3731658', 'nm7676428', 'nm4572608']",,,,,
tt8850698,movie,Kala Shah Kala,2019,140,Comedy,7.3,808,nm3594367,actor,"['nm3594367', 'nm6293193', 'nm9607558', 'nm3792384', 'nm5635254']",Punjabi,India,"An old woman ‘Nindro Bhua’, who works as a matchmaker, is admitted to hospital for an overnight recovery. She regains consciousness later that evening, and tells her nurse that she arranged her father's marriage amongst hundreds of others. To the pleasure of a number of hospital staff, she narrates the story Pammi and Lovely (nicknamed 'Naag').",,est. ₹19 crore
tt8857610,movie,Namdev Bhau in Search of Silence,2018,84,Adventure,7.2,130,nm9072018,actor,"['nm9072018', 'nm10055155', 'nm9096966', 'nm10321145', 'nm10321144']",MarathiHindi,India,,,
tt8865546,movie,Karakomik Filmler: Kaçamak,2019,60,"Adventure,Comedy,Fantasy",5.5,11428,nm0948000,actor,"['nm0948000', 'nm0019338', 'nm0880126', 'nm0947999', 'nm3784534']",,,,,
tt8874308,movie,Kader Baglayinca,1976,87,"Comedy,Drama,Romance",5.5,150,nm0015081,actor,"['nm0015081', 'nm0117815', 'nm1028434', 'nm0767945', 'nm0677672']",,,,,
tt8887958,movie,Nawwart Masr,2018,90,Comedy,3.5,127,nm5848246,actor,"['nm5848246', 'nm4001771', 'nm5848252', 'nm5848252', 'nm8329218']",,,,,
tt8892064,movie,No Hard Feelings,2020,92,"Drama,Romance",6.7,1747,nm7642269,actor,"['nm7642269', 'nm8161610', 'nm10071259', 'nm12050326', 'nm10898462']",GermanPersian,Germany,"Parvis is the son of exiled Iranians and lives with his parents in Hildesheim. He enjoys freedoms that many young Germans can only dream of. His parents accept that he's gay, and he enjoys Grindr dates and late club nights. After being shoplifted, he has to do his 120 hours of community service as a translator in a housing project for refugees. There he is initially eyed strangely because he looks strange with his bleached hair and is not very skilful with some tasks. He also takes part in the talks in which decisions are to be made about their further stay, and translates intentionally incorrectly in order to prevent their deportation.",,
tt8898544,movie,Khalawees,2018,95,"Comedy,Family",5.9,337,nm12093985,actress,"['nm12093985', 'nm8168760', 'nm5170525', 'nm3978488', 'nm13355991']",,,,,
tt8907932,movie,Kuasha Jakhon,2018,104,"Drama,Horror,Mystery",5.3,452,nm3424482,actor,"['nm3424482', 'nm10084234', 'nm4204233', 'nm10084242', 'nm6693723']",,,,,
tt8907960,movie,Naduve Antaravirali,2018,108,Comedy,7.3,156,nm5930666,actress,"['nm5930666', 'nm6492899', 'nm11739376', 'nm4335419', 'nm11626016']",Kannada,India,"Naduve Antaravirali opens with Sanjay (Prakhyath Paramesh), an engineering student, tries to propose his love for his college-mate Nithya (Aishani Shetty) in a moving bus and getting injured after falling down due to her rejection. After some initial tries, the two fall in love, but it gets difficult when they get involved in an intimate relationship, ignoring academics and warnings. They soon face the consequences for the same. It ends with some message to college students to fall in love, but not to cross the limits and instead concentrate on academics.[3]",,
tt8907970,movie,Kavacha,2019,160,Thriller,6.9,2212,nm7848649,actress,"['nm7848649', 'nm4442569', 'nm5213511', 'nm1693209', 'nm0154122']",Kannada,India,"Jayarama is a blind man, who is a part of a large family, and works as a lift operator and caretaker in an apartment building in Bangalore. He takes responsibility to earn money for his sister's wedding and is loyal to Krishnamurthy, a retired Supreme Court Judge who lives in the apartment and accompanies Krishnamurthy on a long search for someone. On one trip, Krishnamurthy tells about the reason behind his search to Jayarama. Years ago, a man named Vasudeva was imprisoned by Krishnamurthy for a crime he did not commit. Although Krishnamurthy knew that Vasu was innocent, he followed the letter of the law. As a result, Vasu's family poisoned themselves, which leaves Vasu insane, and resolves to avenge his loss by warning Krishnamurthy that he will kill him and his family.",,
tt8908022,movie,Kaka Ji,2019,123,Drama,5.8,103,nm4349094,actor,"['nm4349094', 'nm10308139', 'nm7605611', 'nm10509032', 'nm0240880']",Punjabi,India,Kaka ji A man decides to rethink his decision of joining a gang after he falls in love with a girl,,₹9 crore
tt8919364,movie,Kakababur Protyaborton,2022,136,"Action,Adventure,Crime",4.2,731,nm0154146,actor,"['nm0154146', 'nm5992648', 'nm10372617', 'nm5304911', 'nm11180037']",Bengali,India,"Raja Roy Chowdhury alias Kakababu and his nephew, young Santu take a trip to Kenya, Africa. On reaching their destination for a vacation, they get along with a Bengali man, Amal and learn that the hotel is going through a change of ownership along with a string of problems. Their vacation starts on a disturbing note when Kakababu receives a threat call from a stranger but he ignores it. On speaking to the current owner, Mr. Livingstone, Kakababu finds out that he is eager to sell off the property. It leads him to believe that some people are conspiring to acquire the hotel at a much lower price. The new owner tells them about the mysterious disappearance of two German tourists and how it has drastically affected their hotel business. He also tells them how the Masai tribe has been poaching wild animals and selling off their skin to protest against the government policy. A Kenya Government official and businessman, Mr. Ninjane invites Kakababu to visit his hotel in Masai Mara forest. After an adventurous journey, they reach the hotel, Little Viceroy. Kakababu comes across some shady people in the hotel, senses foul play and decides to dig deep. As he starts enquiring, they get sucked into yet another dangerous game of life and death.[8]",,
tt8934918,movie,Kakshi: Amminippilla,2019,135,"Comedy,Drama,Family",6.6,2069,nm3981484,actor,"['nm3981484', 'nm3843863', 'nm10683291', 'nm8814704', 'nm9795497']",Malayalam,India,,,
tt8942864,movie,Koko: A Red Dog Story,2019,78,"Biography,Comedy",6.5,280,nm0005042,actor,"['nm0005042', 'nm1423126', 'nm1091550', 'nm0932028', 'nm12180443']",English,Australia,,,
